TimeStamp,WindSpeed_mps,RotorSpeed_rpm
2018-04-01 09:35:28.708,4.256023,0.01500111
2018-04-01 09:37:33.478,3.109335,0
2018-04-01 09:37:40.608,3.807419,0.1650122
2018-04-01 09:39:01.595,3.595705,-0.01500111
2018-04-01 09:42:24.336,4.673729,-0.01500111
2018-04-01 09:42:30.505,4.776725,0
2018-04-01 09:42:35.632,4.256023,-0.01500111
2018-04-01 09:47:17.388,2.65043,0
2018-04-01 09:50:47.450,3.19402,0
2018-04-01 09:51:01.700,2.767159,0
2018-04-01 09:51:06.807,3.10018,-0.01500111
2018-04-01 09:53:01.202,2.444438,0
2018-04-01 09:55:15.024,2.565745,0
2018-04-01 09:55:19.240,2.883888,0.1200088
2018-04-01 09:57:25.362,3.263829,0
2018-04-01 09:58:01.073,2.986884,0
2018-04-01 09:58:20.451,2.589777,0
2018-04-01 09:58:21.462,2.589777,0
2018-04-01 09:59:56.189,3.400012,0.01500111
2018-04-01 10:01:59.536,2.827812,0
2018-04-01 10:03:24.498,3.179143,0
2018-04-01 10:04:01.151,2.945686,0
2018-04-01 10:04:22.602,3.08988,0
2018-04-01 10:07:46.835,3.591127,0
2018-04-01 10:07:47.837,3.591127,0
2018-04-01 10:08:06.353,3.436633,-0.01500111
2018-04-01 10:11:09.607,2.579478,0
2018-04-01 10:13:53.573,2.861,0
2018-04-01 10:14:53.799,2.894187,0
2018-04-01 10:14:54.831,2.894187,0
2018-04-01 10:15:17.363,2.238446,0.01500111
2018-04-01 10:17:34.761,1.470554,0
2018-04-01 10:18:03.262,2.641275,0
2018-04-01 10:19:25.019,2.780892,0
2018-04-01 10:20:23.163,2.804924,0
2018-04-01 10:20:34.399,3.409168,0
2018-04-01 10:21:30.570,2.630975,0
2018-04-01 10:25:26.259,1.938614,0
2018-04-01 10:27:18.610,1.900848,0
2018-04-01 10:27:46.190,2.218992,0
2018-04-01 10:28:58.053,2.285367,0
2018-04-01 10:29:43.999,2.617243,0
2018-04-01 10:30:21.724,2.594355,0
2018-04-01 10:30:40.140,2.373486,0
2018-04-01 10:33:28.652,1.990112,0
2018-04-01 10:34:21.879,2.388363,0
2018-04-01 10:36:36.773,1.919159,0
2018-04-01 10:37:41.115,2.120573,0
2018-04-01 10:39:33.327,2.200681,0
2018-04-01 10:41:44.035,1.390446,0
2018-04-01 10:43:01.686,2.804924,0
2018-04-01 10:43:02.698,2.804924,0
2018-04-01 10:45:49.398,2.435283,0
2018-04-01 10:49:42.262,1.924881,0
2018-04-01 10:50:55.698,2.851845,0
2018-04-01 10:51:01.787,2.055342,0
2018-04-01 10:53:10.302,2.482203,0
2018-04-01 10:55:49.931,2.523402,0
2018-04-01 11:02:12.571,1.432789,0
2018-04-01 11:03:34.229,1.634203,0
2018-04-01 11:05:50.114,1.540362,0
2018-04-01 11:06:28.910,1.273717,0
2018-04-01 11:07:56.886,1.33437,0
2018-04-01 11:08:21.432,1.381291,0
2018-04-01 11:09:05.235,1.343526,0
