id	tiekunta_id	vuosi	avustus
745	95	2002	370
746	95	2003	320
747	95	2004	420
748	95	2005	350
749	95	2006	270
750	95	2007	320
751	95	2008	350
752	95	2009	380
753	95	2010	330
754	95	2011	330
755	95	2012	330
756	95	2013	330
757	95	2014	470
758	95	2015	540
759	95	2016	560
760	95	2017	680
761	95	2018	680
762	97	2010	180
763	97	2011	180
764	97	2015	290
765	97	2016	300
766	97	2017	370
767	97	2018	370
768	98	2002	150
769	98	2003	110
770	98	2004	140
771	98	2005	140
772	98	2006	100
773	98	2007	120
774	98	2008	130
775	98	2009	150
776	98	2010	110
777	101	2002	30
778	101	2003	30
779	101	2004	50
780	101	2005	50
781	101	2006	40
782	101	2007	40
783	101	2008	50
784	101	2009	50
785	101	2010	50
786	101	2011	50
787	101	2012	50
788	101	2013	50
789	101	2014	80
790	101	2015	90
791	101	2016	90
792	101	2017	120
793	101	2018	120
794	103	2002	420
795	103	2003	400
796	103	2004	520
797	103	2005	520
798	103	2006	400
799	103	2007	320
800	103	2008	330
801	103	2009	330
802	103	2010	280
803	103	2011	280
804	103	2013	280
805	103	2014	390
806	103	2015	450
807	103	2016	670
808	103	2017	820
809	103	2018	820
810	104	2002	1180
811	104	2003	1100
812	104	2004	1270
813	104	2005	1370
814	104	2006	1000
815	104	2007	830
816	104	2008	930
817	104	2009	930
818	104	2010	800
819	104	2011	800
820	104	2012	800
821	104	2013	800
822	104	2014	1100
823	104	2015	1250
824	104	2016	1290
825	104	2017	1550
826	104	2018	1350
827	107	2002	220
828	107	2003	200
829	107	2004	260
830	107	2005	160
831	107	2006	90
832	107	2007	110
833	107	2008	120
834	107	2009	150
835	107	2010	120
836	107	2011	120
837	107	2012	120
838	107	2013	120
839	107	2014	180
840	107	2015	210
841	107	2016	220
842	107	2017	270
843	107	2018	270
844	108	2002	570
845	108	2003	410
846	108	2004	530
847	108	2005	530
848	108	2006	410
849	108	2007	490
850	108	2008	500
851	108	2009	550
852	108	2010	470
853	108	2011	470
854	108	2012	470
855	108	2013	470
856	108	2014	650
857	108	2015	750
858	108	2016	780
859	108	2017	950
860	108	2018	950
861	109	2002	100
862	109	2003	80
863	109	2004	100
864	109	2005	50
865	109	2006	40
866	109	2007	50
867	109	2008	70
868	109	2010	50
869	109	2011	70
870	109	2013	90
871	109	2014	130
872	109	2015	150
873	109	2016	160
874	109	2017	200
875	109	2018	200
876	110	2002	350
877	110	2003	340
878	110	2004	440
879	110	2005	240
880	110	2006	130
881	110	2007	160
882	110	2008	180
883	110	2009	200
884	110	2010	170
885	110	2011	170
886	110	2012	170
887	110	2013	170
888	110	2014	240
889	110	2015	280
890	110	2016	290
891	110	2017	360
892	110	2018	360
893	111	2002	1380
894	111	2003	1200
895	111	2004	1560
896	111	2005	1560
897	111	2006	1240
898	111	2007	1290
899	111	2008	1310
900	111	2009	1370
901	111	2010	1220
902	111	2011	1220
903	111	2012	1220
904	111	2013	1220
905	111	2014	1700
906	111	2015	1950
907	111	2016	2010
908	111	2017	2450
909	111	2018	2450
910	112	2002	290
911	112	2003	200
912	112	2004	260
913	112	2005	260
914	112	2006	190
915	112	2007	190
916	112	2008	200
917	112	2009	200
918	112	2010	160
919	112	2011	160
920	112	2012	160
921	112	2013	160
922	112	2014	230
923	112	2015	260
924	112	2016	270
925	112	2017	330
926	112	2018	330
927	114	2002	390
928	114	2003	270
929	114	2004	350
930	114	2005	350
931	114	2006	270
932	114	2007	230
933	114	2008	240
934	114	2009	240
935	114	2010	210
936	114	2011	210
937	114	2012	210
938	114	2013	210
939	114	2014	300
940	114	2015	340
941	114	2016	350
942	114	2017	430
943	114	2018	430
944	115	2002	30
945	115	2003	30
946	115	2004	50
947	116	2007	200
948	116	2008	230
949	116	2009	250
950	116	2010	210
951	116	2011	210
952	116	2012	210
953	116	2013	210
954	116	2014	300
955	116	2015	340
956	116	2016	350
957	116	2017	430
958	116	2018	430
959	117	2002	500
960	117	2003	350
961	117	2004	460
962	117	2005	460
963	117	2006	290
964	117	2007	230
965	117	2008	250
966	117	2009	290
967	117	2010	250
968	117	2011	250
969	117	2012	250
970	117	2013	250
971	117	2014	360
972	117	2015	410
973	117	2016	420
974	117	2017	210
975	117	2018	210
976	118	2002	270
977	118	2003	190
978	118	2004	250
979	118	2005	250
980	118	2006	190
981	118	2007	230
982	118	2008	240
983	118	2009	240
984	118	2010	200
985	118	2011	200
986	118	2012	200
987	118	2013	200
988	120	2002	790
989	120	2003	670
990	120	2004	870
991	120	2005	870
992	120	2006	660
993	120	2007	690
994	120	2008	690
995	120	2009	690
996	120	2010	600
997	120	2011	600
998	120	2012	600
999	120	2013	600
1000	120	2014	830
1001	120	2015	950
1002	120	2016	980
1003	120	2017	1180
1004	122	2002	820
1005	122	2003	740
1006	122	2004	960
1007	122	2005	960
1008	122	2006	700
1009	122	2007	800
1010	122	2008	840
1011	122	2009	890
1012	122	2010	770
1013	122	2011	770
1014	122	2012	770
1015	122	2013	770
1016	122	2014	1060
1017	122	2015	1210
1018	122	2016	1250
1019	122	2017	1510
1020	122	2018	1510
1021	127	2002	590
1022	127	2003	550
1023	127	2004	720
1024	127	2005	720
1025	127	2006	570
1026	127	2007	580
1027	127	2008	590
1028	127	2009	620
1029	127	2010	530
1030	127	2011	530
1031	127	2012	530
1032	127	2013	530
1033	127	2014	740
1034	127	2015	850
1035	127	2016	870
1036	127	2017	700
1037	127	2018	700
1038	128	2002	270
1039	128	2003	250
1040	128	2004	330
1041	128	2005	350
1042	128	2006	300
1043	128	2007	360
1044	128	2008	400
1045	128	2009	490
1046	128	2010	400
1047	128	2011	400
1048	128	2012	400
1049	128	2013	400
1050	128	2014	560
1051	128	2015	640
1052	128	2016	660
1053	128	2017	800
1054	128	2018	690
1055	133	2002	300
1056	133	2003	250
1057	133	2004	330
1058	133	2005	330
1059	133	2006	190
1060	133	2007	230
1061	133	2008	230
1062	133	2009	270
1063	133	2010	210
1064	133	2011	210
1065	133	2012	210
1066	133	2013	210
1067	133	2014	300
1068	133	2015	350
1069	133	2016	360
1070	133	2017	440
1071	133	2018	440
1072	134	2002	340
1073	134	2003	320
1074	134	2004	420
1075	134	2005	420
1076	134	2006	330
1077	134	2007	400
1078	134	2008	420
1079	134	2009	450
1080	134	2010	390
1081	134	2011	390
1082	134	2012	390
1083	134	2013	390
1084	134	2014	550
1085	134	2015	630
1086	134	2016	650
1087	134	2017	790
1088	134	2018	790
1089	137	2002	100
1090	137	2003	80
1091	137	2004	100
1092	137	2005	100
1093	137	2006	70
1094	137	2007	80
1095	137	2008	90
1096	137	2009	90
1097	137	2010	70
1098	137	2011	70
1099	137	2012	70
1100	137	2013	70
1101	137	2014	110
1102	137	2015	130
1103	137	2016	130
1104	137	2017	170
1105	137	2018	170
1106	138	2002	320
1107	138	2003	300
1108	138	2004	390
1109	138	2005	300
1110	138	2006	210
1111	138	2007	250
1112	138	2008	260
1113	138	2009	260
1114	138	2010	200
1115	138	2011	200
1116	138	2012	200
1117	138	2013	200
1118	138	2014	290
1119	138	2015	330
1120	138	2016	340
1121	138	2017	420
1122	138	2018	420
1123	140	2002	640
1124	140	2003	510
1125	140	2004	660
1126	140	2005	660
1127	140	2006	540
1128	140	2007	470
1129	140	2009	470
1130	140	2010	400
1131	140	2011	400
1132	140	2012	400
1133	140	2013	400
1134	140	2014	560
1135	140	2015	640
1136	140	2016	660
1137	140	2017	1000
1138	140	2018	1000
1139	143	2002	500
1140	143	2003	420
1141	143	2004	550
1142	143	2005	550
1143	143	2006	340
1144	143	2007	340
1145	143	2008	350
1146	143	2009	360
1147	143	2010	310
1148	143	2011	310
1149	143	2012	310
1150	143	2013	310
1151	143	2014	440
1152	143	2015	500
1153	143	2016	520
1154	143	2017	630
1155	143	2018	630
1156	145	2002	240
1157	145	2003	180
1158	145	2004	230
1159	145	2005	230
1160	145	2006	170
1161	145	2007	170
1162	145	2008	170
1163	145	2009	170
1164	145	2010	120
1165	145	2011	120
1166	145	2012	120
1167	145	2013	120
1168	145	2014	180
1169	145	2015	210
1170	145	2016	210
1171	145	2017	260
1172	145	2018	260
1173	146	2002	240
1174	146	2003	210
1175	146	2004	270
1176	146	2005	200
1177	146	2006	150
1178	146	2007	150
1179	146	2008	160
1180	146	2009	160
1181	146	2010	140
1182	146	2011	140
1183	146	2012	140
1184	146	2013	140
1185	146	2014	200
1186	146	2015	300
1187	146	2016	350
1188	146	2017	580
1189	146	2018	480
1190	148	2002	170
1191	148	2003	140
1192	148	2004	170
1193	148	2005	170
1194	148	2006	90
1195	148	2007	70
1196	149	2002	670
1197	149	2003	590
1198	149	2004	770
1199	149	2005	900
1200	149	2006	700
1201	149	2007	600
1202	149	2008	640
1203	149	2009	700
1204	149	2010	620
1205	149	2011	620
1206	149	2012	620
1207	149	2013	620
1208	149	2014	870
1209	149	2015	990
1210	149	2016	1020
1211	149	2017	1230
1212	149	2018	1230
1213	150	2002	130
1214	150	2003	120
1215	150	2004	180
1216	150	2005	200
1217	150	2006	150
1218	150	2007	120
1219	150	2008	140
1220	150	2009	150
1221	150	2010	120
1222	150	2011	120
1223	150	2012	120
1224	150	2013	120
1225	150	2014	180
1226	150	2015	210
1227	150	2016	220
1228	150	2017	270
1229	151	2002	120
1230	151	2003	110
1231	151	2004	160
1232	151	2005	260
1233	151	2006	190
1234	151	2007	200
1235	151	2008	210
1236	151	2009	240
1237	151	2010	210
1238	151	2011	210
1239	151	2012	210
1240	151	2013	210
1241	152	2006	150
1242	152	2007	150
1243	152	2008	160
1244	152	2009	150
1245	152	2010	120
1246	152	2011	120
1247	152	2012	120
1248	152	2013	120
1249	152	2014	180
1250	152	2015	210
1251	152	2016	220
1252	152	2017	270
1253	152	2018	270
1254	154	2002	420
1255	154	2003	350
1256	154	2004	460
1257	154	2005	460
1258	154	2006	300
1259	154	2007	360
1260	154	2008	370
1261	154	2009	400
1262	154	2010	340
1263	154	2011	340
1264	154	2012	340
1265	154	2013	340
1266	154	2014	480
1267	154	2015	550
1268	154	2016	570
1269	154	2017	690
1270	154	2018	690
1271	156	2002	670
1272	156	2003	640
1273	156	2004	830
1274	156	2005	830
1275	156	2006	600
1276	156	2007	570
1277	156	2008	580
1278	156	2009	580
1279	156	2010	500
1280	156	2011	500
1281	156	2012	500
1282	156	2013	500
1283	156	2014	700
1284	156	2015	800
1285	156	2016	830
1286	156	2017	750
1287	156	2018	750
1288	157	2002	100
1289	157	2003	70
1290	157	2004	90
1291	157	2005	60
1292	157	2006	40
1293	157	2007	50
1294	157	2008	70
1295	157	2010	60
1296	157	2011	60
1297	157	2013	90
1298	157	2014	130
1299	157	2015	150
1300	157	2016	150
1301	157	2017	190
1302	159	2002	620
1303	159	2003	560
1304	159	2004	730
1305	159	2005	730
1306	159	2006	500
1307	159	2007	500
1308	159	2008	530
1309	159	2009	530
1310	159	2010	460
1311	159	2011	460
1312	159	2012	460
1313	159	2013	460
1314	159	2014	640
1315	159	2015	740
1316	159	2016	770
1317	159	2017	940
1318	159	2018	830
1319	161	2002	200
1320	161	2003	190
1321	161	2004	190
1322	161	2005	100
1323	161	2006	40
1324	161	2007	30
1325	161	2008	50
1326	161	2009	80
1327	161	2010	70
1328	161	2011	70
1329	161	2012	70
1330	161	2013	70
1331	161	2014	110
1332	161	2015	130
1333	161	2016	130
1334	165	2002	300
1335	165	2003	250
1336	165	2004	330
1337	165	2005	330
1338	165	2006	170
1339	165	2007	200
1340	165	2008	210
1341	165	2009	250
1342	165	2010	200
1343	165	2011	200
1344	165	2012	200
1345	165	2013	200
1346	165	2014	290
1347	165	2015	330
1348	165	2016	340
1349	165	2017	420
1350	165	2018	420
1351	169	2002	810
1352	169	2003	680
1353	169	2004	880
1354	169	2005	880
1355	169	2006	600
1356	169	2007	700
1357	169	2008	740
1358	169	2009	850
1359	169	2010	760
1360	169	2011	760
1361	169	2012	760
1362	169	2013	760
1363	169	2014	1060
1364	169	2015	1060
1365	169	2016	1090
1366	169	2017	1320
1367	169	2018	1430
1368	170	2002	170
1369	170	2003	150
1370	170	2004	200
1371	170	2005	100
1372	170	2006	70
1373	170	2007	80
1374	170	2008	90
1375	170	2009	90
1376	170	2010	80
1377	170	2011	80
1378	171	2002	660
1379	171	2003	540
1380	171	2004	700
1381	171	2005	700
1382	171	2006	510
1383	171	2007	440
1384	171	2008	500
1385	171	2009	500
1386	171	2010	430
1387	171	2011	430
1388	171	2012	430
1389	171	2013	430
1390	171	2014	600
1391	171	2015	690
1392	171	2016	720
1393	171	2017	880
1394	171	2018	880
1395	172	2002	890
1396	172	2003	750
1397	172	2004	980
1398	172	2005	980
1399	172	2006	770
1400	172	2007	810
1401	172	2008	830
1402	172	2009	860
1403	172	2010	760
1404	172	2011	760
1405	172	2012	760
1406	172	2013	760
1407	172	2014	1060
1408	172	2015	1210
1409	172	2016	1250
1410	172	2017	1510
1411	172	2018	1510
1412	177	2002	390
1413	177	2003	270
1414	177	2004	350
1415	177	2005	350
1416	177	2006	280
1417	177	2007	340
1418	177	2008	350
1419	177	2013	380
1420	177	2014	530
1421	177	2015	610
1422	177	2016	630
1423	177	2017	770
1424	177	2018	770
1425	178	2002	130
1426	178	2003	120
1427	178	2004	160
1428	178	2005	140
1429	178	2006	90
1430	178	2007	110
1431	178	2008	120
1432	178	2009	130
1433	178	2010	100
1434	178	2011	100
1435	178	2012	100
1436	178	2013	100
1437	178	2014	150
1438	178	2015	170
1439	178	2016	180
1440	178	2017	230
1441	178	2018	290
1442	179	2002	520
1443	179	2003	440
1444	179	2004	570
1445	179	2005	570
1446	179	2006	350
1447	179	2007	400
1448	179	2008	400
1449	179	2009	400
1450	179	2010	340
1451	179	2011	340
1452	179	2012	340
1453	179	2013	340
1454	179	2014	480
1455	179	2015	550
1456	179	2016	210
1457	179	2017	260
1458	179	2018	260
1459	182	2002	130
1460	182	2003	120
1461	182	2004	160
1462	182	2005	160
1463	182	2006	110
1464	182	2007	130
1465	182	2008	140
1466	182	2009	140
1467	182	2010	110
1468	182	2011	110
1469	182	2012	110
1470	182	2013	110
1471	182	2014	160
1472	182	2015	180
1473	182	2016	190
1474	182	2017	240
1475	182	2018	240
1476	183	2002	520
1477	183	2003	450
1478	183	2004	590
1479	183	2005	590
1480	183	2006	380
1481	183	2007	350
1482	183	2008	350
1483	183	2009	380
1484	183	2010	350
1485	183	2011	350
1486	183	2012	350
1487	183	2013	400
1488	183	2014	550
1489	183	2015	630
1490	183	2016	650
1491	183	2017	800
1492	183	2018	600
1493	184	2002	300
1494	184	2003	210
1495	184	2004	270
1496	184	2005	270
1497	184	2006	210
1498	184	2007	250
1499	184	2008	260
1500	184	2009	280
1501	184	2010	240
1502	184	2011	240
1503	184	2012	240
1504	184	2013	240
1505	184	2014	340
1506	184	2015	390
1507	184	2016	400
1508	184	2017	490
1509	184	2018	600
1510	186	2002	710
1511	186	2003	500
1512	186	2004	650
1513	186	2005	650
1514	186	2006	400
1515	186	2007	360
1516	186	2008	360
1517	186	2010	50
1518	186	2011	308
1519	186	2012	310
1520	186	2013	360
1521	186	2014	510
1522	186	2015	590
1523	186	2016	610
1524	186	2017	750
1525	186	2018	750
1526	188	2002	270
1527	188	2003	190
1528	188	2004	250
1529	188	2005	200
1530	188	2006	150
1531	188	2007	180
1532	188	2008	180
1533	188	2009	180
1534	188	2010	130
1535	188	2011	130
1536	188	2012	130
1537	188	2013	130
1538	188	2014	190
1539	189	2002	840
1540	189	2003	740
1541	189	2004	960
1542	189	2005	960
1543	189	2006	660
1544	189	2007	700
1545	189	2008	740
1546	189	2009	720
1547	189	2010	620
1548	189	2011	620
1549	189	2012	620
1550	189	2013	620
1551	189	2014	860
1552	189	2015	990
1553	189	2016	1020
1554	189	2017	1020
1555	189	2018	740
1556	190	2002	610
1557	190	2003	430
1558	190	2004	560
1559	191	2002	640
1560	191	2003	540
1561	191	2004	700
1562	191	2005	700
1563	191	2006	500
1564	191	2007	600
1565	191	2008	660
1566	191	2009	740
1567	191	2010	680
1568	191	2011	680
1569	191	2012	680
1570	191	2013	680
1571	191	2014	950
1572	191	2015	1080
1573	191	2016	1120
1574	191	2017	1350
1575	191	2018	1350
1576	192	2002	1210
1577	192	2003	990
1578	192	2004	1350
1579	192	2005	1350
1580	192	2006	1010
1581	192	2007	1110
1582	192	2008	1150
1583	192	2009	1200
1584	192	2010	1060
1585	192	2011	1060
1586	192	2012	1060
1587	192	2013	1060
1588	192	2014	1410
1589	192	2015	1410
1590	192	2016	1450
1591	192	2017	1730
1592	193	2002	710
1593	193	2003	570
1594	193	2004	740
1595	193	2005	740
1596	193	2006	500
1597	193	2007	470
1598	193	2008	480
1599	193	2009	480
1600	193	2010	410
1601	193	2011	410
1602	193	2012	410
1603	193	2013	410
1604	193	2014	570
1605	193	2015	660
1606	193	2016	680
1607	193	2017	830
1608	193	2018	830
1609	199	2002	130
1610	199	2003	110
1611	199	2004	140
1612	199	2005	140
1613	199	2006	100
1614	199	2007	120
1615	199	2009	130
1616	199	2010	110
1617	199	2011	110
1618	199	2012	110
1619	199	2013	110
1620	199	2014	160
1621	199	2015	180
1622	199	2016	190
1623	199	2017	240
1624	199	2018	240
1625	200	2002	120
1626	200	2003	110
1627	200	2004	200
1628	200	2005	250
1629	200	2006	200
1630	200	2007	240
1631	200	2008	250
1632	200	2009	250
1633	200	2010	180
1634	200	2011	180
1635	200	2012	180
1636	200	2013	180
1637	200	2014	260
1638	200	2015	300
1639	200	2016	310
1640	200	2017	380
1641	200	2018	380
1642	202	2002	350
1643	202	2003	250
1644	202	2004	330
1645	202	2005	230
1646	202	2006	140
1647	202	2007	170
1648	202	2008	180
1649	202	2009	180
1650	202	2010	170
1651	202	2012	180
1652	202	2013	180
1653	202	2014	700
1654	202	2015	800
1655	202	2016	830
1656	202	2017	1000
1657	202	2018	1000
1658	204	2002	1280
1659	204	2003	1020
1660	204	2004	1330
1661	204	2005	1330
1662	204	2006	1100
1663	204	2007	1210
1664	204	2008	1230
1665	204	2009	1420
1666	204	2010	1250
1667	204	2011	1250
1668	204	2012	1250
1669	204	2013	1300
1670	204	2014	1920
1671	204	2015	2200
1672	204	2016	2280
1673	204	2017	2750
1674	204	2018	2750
1675	205	2002	120
1676	205	2003	80
1677	205	2004	100
1678	205	2005	80
1679	205	2006	50
1680	205	2007	60
1681	205	2008	80
1682	205	2009	80
1683	205	2010	70
1684	205	2011	70
1685	205	2012	70
1686	205	2013	100
1687	207	2002	520
1688	207	2003	360
1689	207	2004	470
1690	207	2005	470
1691	207	2006	300
1692	207	2007	360
1693	207	2008	380
1694	207	2009	380
1695	207	2010	330
1696	207	2011	330
1697	207	2012	330
1698	207	2013	330
1699	207	2014	480
1700	207	2015	550
1701	207	2016	570
1702	207	2017	690
1703	207	2018	690
1704	209	2002	1080
1705	209	2003	850
